,Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Player
2,2017-18,25.0,POR,NBA,SG,82.0,5.0,1488.0,5.5,13.0,0.423,2.5,7.0,0.35200000000000004,3.0,6.0,0.506,1.2,1.5,0.841,1.2,4.2,5.4,3.0,0.8,0.7,1.4,4.0,14.7,110.0,110.0,Pat Connaughton
3,2018-19,26.0,MIL,NBA,SG,61.0,2.0,1261.0,6.0,12.9,0.466,2.4,7.4,0.33,3.6,5.5,0.647,1.1,1.5,0.725,2.2,7.3,9.5,4.5,1.2,0.9,1.2,3.0,15.5,122.0,107.0,Pat Connaughton
4,2019-20,27.0,MIL,NBA,SG,67.0,4.0,1243.0,5.0,11.1,0.455,2.0,6.1,0.331,3.0,5.0,0.607,1.1,1.5,0.775,2.2,8.2,10.4,3.9,0.9,1.1,1.9,2.6,13.2,114.0,104.0,Pat Connaughton
5,2020-21,28.0,MIL,NBA,SG,33.0,0.0,697.0,5.3,11.9,0.44299999999999995,3.1,7.9,0.39299999999999996,2.2,4.0,0.542,1.0,1.2,0.8240000000000001,2.1,7.5,9.6,3.1,1.5,1.0,0.8,3.5,14.7,127.0,111.0,Pat Connaughton
0,2009-10,19.0,PHI,NBA,PG,73.0,51.0,1767.0,6.8,15.4,0.442,1.8,4.7,0.39,5.0,10.7,0.465,1.9,2.6,0.7559999999999999,1.7,4.0,5.7,8.3,2.3,0.5,4.6,4.5,17.4,100.0,111.0,Jrue Holiday
1,2010-11,20.0,PHI,NBA,PG,82.0,82.0,2901.0,8.0,18.0,0.446,1.5,4.0,0.365,6.6,14.0,0.47,3.1,3.8,0.823,1.2,4.8,6.0,9.6,2.2,0.5,3.9,3.7,20.7,104.0,106.0,Jrue Holiday
2,2011-12,21.0,PHI,NBA,PG,65.0,65.0,2196.0,8.8,20.3,0.43200000000000005,1.6,4.2,0.38,7.2,16.2,0.445,2.3,2.9,0.7829999999999999,1.4,3.8,5.2,7.1,2.5,0.4,3.3,3.3,21.4,99.0,101.0,Jrue Holiday
3,2012-13,22.0,PHI,NBA,PG,78.0,78.0,2926.0,10.0,23.2,0.431,1.6,4.5,0.368,8.4,18.8,0.446,3.3,4.4,0.752,1.6,4.3,5.9,11.3,2.2,0.6,5.3,3.1,24.9,99.0,107.0,Jrue Holiday
4,2013-14,23.0,NOP,NBA,PG,34.0,34.0,1143.0,9.2,20.7,0.447,1.4,3.5,0.39,7.9,17.2,0.45899999999999996,2.3,2.9,0.81,1.3,5.2,6.5,12.2,2.6,0.5,4.8,4.2,22.2,103.0,110.0,Jrue Holiday
5,2014-15,24.0,NOP,NBA,PG,40.0,37.0,1303.0,9.6,21.5,0.446,2.1,5.4,0.37799999999999995,7.5,16.1,0.469,2.6,3.1,0.855,1.3,4.2,5.4,11.0,2.5,0.9,3.7,4.4,23.9,109.0,107.0,Jrue Holiday
6,2015-16,25.0,NOP,NBA,PG,65.0,23.0,1831.0,11.1,25.3,0.439,2.4,7.0,0.336,8.7,18.3,0.478,4.9,5.9,0.843,0.7,4.6,5.3,10.6,2.4,0.6,4.5,4.0,29.5,105.0,109.0,Jrue Holiday
7,2016-17,26.0,NOP,NBA,PG,67.0,61.0,2190.0,9.1,20.0,0.45399999999999996,2.2,6.3,0.35600000000000004,6.8,13.7,0.498,2.7,3.8,0.708,1.0,4.9,5.9,10.9,2.2,1.0,4.3,3.0,23.0,104.0,108.0,Jrue Holiday
8,2017-18,27.0,NOP,NBA,SG,81.0,81.0,2927.0,10.0,20.3,0.494,2.0,5.8,0.337,8.1,14.5,0.557,3.0,3.9,0.7859999999999999,1.0,4.9,6.0,7.9,2.0,1.0,3.5,3.3,25.1,110.0,109.0,Jrue Holiday
9,2018-19,28.0,NOP,NBA,SG,67.0,67.0,2402.0,10.6,22.4,0.47200000000000003,2.3,7.0,0.325,8.3,15.4,0.539,4.0,5.2,0.768,1.5,5.0,6.5,10.0,2.1,1.0,4.1,2.9,27.5,111.0,112.0,Jrue Holiday
10,2019-20,29.0,NOP,NBA,SG,61.0,61.0,2117.0,10.0,22.0,0.455,2.7,7.6,0.353,7.3,14.4,0.509,2.8,4.0,0.7090000000000001,1.7,4.7,6.4,8.9,2.2,1.0,4.0,3.2,25.5,108.0,112.0,Jrue Holiday
11,2020-21,30.0,MIL,NBA,PG,26.0,23.0,805.0,9.3,19.0,0.491,2.6,7.1,0.364,6.8,11.9,0.5670000000000001,2.1,2.8,0.7659999999999999,1.8,4.8,6.6,7.8,2.8,0.8,2.5,2.6,23.4,120.0,110.0,Jrue Holiday
0,2015-16,23.0,NYK,NBA,SF,2.0,0.0,6.0,25.7,34.3,0.75,0.0,8.6,0.0,25.7,25.7,1.0,0.0,0.0,,0.0,8.6,8.6,0.0,0.0,0.0,0.0,17.1,51.4,140.0,110.0,Thanasis Antetokounmpo
1,2019-20,27.0,MIL,NBA,SF,20.0,2.0,129.0,8.5,17.0,0.5,0.0,3.5,0.0,8.5,13.5,0.632,2.5,6.0,0.41200000000000003,4.2,4.2,8.5,5.3,2.5,0.7,4.2,6.4,19.5,98.0,103.0,Thanasis Antetokounmpo
2,2020-21,28.0,MIL,NBA,SF,26.0,0.0,227.0,5.4,9.0,0.605,0.4,1.9,0.222,5.0,7.1,0.706,1.3,2.7,0.462,5.4,6.0,11.5,3.8,1.7,1.3,4.0,6.9,12.5,111.0,111.0,Thanasis Antetokounmpo
0,2017-18,27.0,DEN,NBA,SF,39.0,5.0,629.0,4.9,10.8,0.45299999999999996,1.3,4.6,0.293,3.5,6.2,0.57,1.7,2.8,0.629,3.2,6.9,10.0,2.0,0.9,1.2,1.6,5.0,12.8,111.0,112.0,Torrey Craig
1,2018-19,28.0,DEN,NBA,SF,75.0,37.0,1503.0,5.2,11.8,0.442,2.0,6.1,0.324,3.2,5.7,0.569,1.6,2.3,0.7,2.9,5.7,8.6,2.4,1.2,1.5,1.4,5.7,14.1,114.0,110.0,Torrey Craig
2,2019-20,29.0,DEN,NBA,SF,58.0,27.0,1072.0,5.7,12.4,0.461,2.1,6.4,0.326,3.6,6.0,0.603,1.0,1.7,0.611,2.9,5.8,8.7,2.2,1.1,1.7,1.2,6.2,14.5,116.0,112.0,Torrey Craig
3,2020-21,30.0,MIL,NBA,SF,17.0,0.0,194.0,4.1,10.5,0.395,2.0,5.1,0.381,2.2,5.4,0.409,0.2,0.5,0.5,3.2,7.1,10.2,3.2,2.2,1.5,1.2,5.6,10.5,113.0,109.0,Torrey Craig
0,2020-21,24.0,MIL,NBA,SG,13.0,0.0,77.0,3.7,10.4,0.353,3.1,6.8,0.455,0.6,3.7,0.16699999999999998,1.2,1.2,1.0,2.5,6.1,8.6,6.8,1.2,0.0,1.8,3.7,11.7,121.0,114.0,Sam Merrill
0,2017-18,21.0,MIL,NBA,PF,22.0,0.0,71.0,6.3,11.2,0.563,1.4,3.5,0.4,4.9,7.7,0.636,0.7,1.4,0.5,1.4,5.6,7.0,2.1,2.1,0.7,2.8,4.9,14.8,104.0,111.0,D.J. Wilson
1,2018-19,22.0,MIL,NBA,PF,48.0,3.0,882.0,5.5,13.2,0.414,2.4,6.7,0.36200000000000004,3.1,6.5,0.46799999999999997,1.4,2.5,0.5529999999999999,2.4,9.3,11.7,2.7,0.9,1.1,1.7,4.5,14.8,106.0,106.0,D.J. Wilson
2,2019-20,23.0,MIL,NBA,PF,37.0,1.0,363.0,6.5,16.6,0.39399999999999996,2.3,9.2,0.247,4.3,7.4,0.5760000000000001,1.4,2.3,0.611,1.5,10.1,11.6,3.1,0.4,0.6,2.4,4.2,16.7,94.0,105.0,D.J. Wilson
3,2020-21,24.0,MIL,NBA,PF,11.0,0.0,99.0,7.2,19.6,0.366,4.3,12.4,0.34600000000000003,2.9,7.2,0.4,0.5,1.0,0.5,1.4,9.6,11.0,1.4,0.5,1.9,1.9,5.7,19.1,95.0,111.0,D.J. Wilson
0,2020-21,22.0,MIL,NBA,SF,10.0,0.0,82.0,9.8,21.3,0.45899999999999996,4.6,9.2,0.5,5.2,12.1,0.429,5.2,5.8,0.9,0.6,8.1,8.7,0.0,2.3,1.2,5.8,5.2,29.4,96.0,109.0,Jordan Nwora
0,2020-21,19.0,MIN,NBA,SG,36.0,19.0,1048.0,9.0,24.2,0.371,3.1,10.1,0.302,5.9,14.1,0.42,3.2,3.9,0.805,1.2,5.3,6.5,4.1,1.4,0.7,3.0,2.5,24.2,93.0,116.0,Anthony Edwards
0,2019-20,20.0,MIN,NBA,C,30.0,11.0,495.0,9.4,22.8,0.41200000000000003,3.0,9.1,0.33,6.4,13.7,0.466,3.5,5.0,0.698,3.2,8.4,11.6,3.3,1.8,2.1,2.1,7.8,25.2,105.0,110.0,Naz Reid
1,2020-21,21.0,MIN,NBA,C,34.0,13.0,699.0,10.7,20.7,0.515,2.2,6.4,0.34,8.5,14.4,0.5920000000000001,3.7,5.1,0.733,2.6,8.3,10.9,3.0,1.4,2.8,2.6,7.0,27.2,113.0,112.0,Naz Reid
0,2011-12,21.0,MIN,NBA,PG,41.0,31.0,1404.0,5.1,14.3,0.35700000000000004,1.2,3.4,0.34,3.9,10.8,0.363,4.6,5.8,0.8029999999999999,0.8,5.5,6.3,12.3,3.3,0.3,4.8,3.6,16.0,99.0,104.0,Ricky Rubio
1,2012-13,22.0,MIN,NBA,PG,57.0,47.0,1691.0,5.7,15.7,0.36,0.8,2.8,0.293,4.8,12.9,0.374,6.5,8.1,0.799,1.3,5.7,7.0,12.8,4.2,0.2,5.3,4.4,18.6,99.0,102.0,Ricky Rubio
2,2013-14,23.0,MIN,NBA,PG,82.0,82.0,2638.0,4.8,12.5,0.381,0.8,2.5,0.331,3.9,10.0,0.39299999999999996,4.2,5.3,0.802,1.1,5.3,6.4,13.2,3.6,0.2,4.1,4.1,14.6,106.0,104.0,Ricky Rubio
3,2014-15,24.0,MIN,NBA,PG,22.0,22.0,692.0,5.7,16.1,0.35600000000000004,1.0,3.7,0.255,4.8,12.3,0.387,4.2,5.2,0.8029999999999999,1.4,7.8,9.2,14.2,2.8,0.1,4.7,4.3,16.6,98.0,110.0,Ricky Rubio
4,2015-16,25.0,MIN,NBA,PG,76.0,76.0,2323.0,4.8,12.7,0.374,1.3,4.1,0.326,3.4,8.6,0.396,5.8,6.8,0.847,0.9,6.2,7.1,14.3,3.5,0.2,4.2,4.4,16.6,110.0,107.0,Ricky Rubio
5,2016-17,26.0,MIN,NBA,PG,75.0,75.0,2469.0,5.4,13.4,0.402,1.2,4.0,0.306,4.1,9.3,0.44299999999999995,5.2,5.9,0.8909999999999999,1.4,4.9,6.3,14.0,2.6,0.2,4.0,4.1,17.2,115.0,112.0,Ricky Rubio
6,2017-18,27.0,UTA,NBA,PG,77.0,77.0,2254.0,7.7,18.4,0.418,2.1,6.1,0.35200000000000004,5.6,12.3,0.451,4.9,5.7,0.866,1.0,6.8,7.8,9.1,2.7,0.2,4.6,4.6,22.4,105.0,103.0,Ricky Rubio
7,2018-19,28.0,UTA,NBA,PG,68.0,67.0,1899.0,7.4,18.4,0.40399999999999997,2.0,6.4,0.311,5.4,12.0,0.45399999999999996,4.9,5.7,0.855,0.8,5.3,6.1,10.5,2.3,0.3,4.5,4.5,21.8,105.0,107.0,Ricky Rubio
8,2019-20,29.0,PHO,NBA,PG,65.0,65.0,2016.0,6.7,16.3,0.415,1.8,5.1,0.361,4.9,11.2,0.439,4.6,5.3,0.863,1.1,6.1,7.1,13.4,2.2,0.3,4.1,3.9,19.9,113.0,111.0,Ricky Rubio
9,2020-21,30.0,MIN,NBA,PG,34.0,19.0,863.0,5.0,12.9,0.39,1.5,4.5,0.32899999999999996,3.6,8.4,0.42200000000000004,3.3,4.1,0.8240000000000001,0.8,5.1,5.9,11.9,2.3,0.0,3.8,4.2,14.9,107.0,115.0,Ricky Rubio
0,2018-19,19.0,DEN,NBA,PF,17.0,0.0,69.0,6.4,13.5,0.474,0.0,0.7,0.0,6.4,12.8,0.5,4.3,7.1,0.6,5.0,11.4,16.4,2.1,4.3,0.7,5.7,5.7,17.1,90.0,101.0,Jarred Vanderbilt
1,2019-20,20.0,TOT,NBA,PF,11.0,0.0,46.0,5.3,8.5,0.625,0.0,1.1,0.0,5.3,7.5,0.7140000000000001,2.1,2.1,1.0,3.2,6.4,9.6,2.1,3.2,1.1,7.5,6.4,12.8,81.0,108.0,Jarred Vanderbilt
2,2019-20,20.0,DEN,NBA,PF,9.0,0.0,41.0,6.0,8.4,0.7140000000000001,0.0,0.0,,6.0,8.4,0.7140000000000001,0.0,0.0,,3.6,6.0,9.6,2.4,3.6,1.2,8.4,7.2,12.1,77.0,107.0,Jarred Vanderbilt
3,2019-20,20.0,MIN,NBA,PF,2.0,0.0,5.0,0.0,9.3,0.0,0.0,9.3,0.0,0.0,0.0,,18.6,18.6,1.0,0.0,9.3,9.3,0.0,0.0,0.0,0.0,0.0,18.6,124.0,116.0,Jarred Vanderbilt
4,2020-21,21.0,MIN,NBA,PF,34.0,17.0,652.0,6.2,10.1,0.612,0.1,0.1,0.5,6.1,9.9,0.613,2.5,4.6,0.556,4.5,9.6,14.1,3.8,2.8,1.6,2.5,5.3,14.9,119.0,109.0,Jarred Vanderbilt
0,2016-17,20.0,DEN,NBA,SG,22.0,1.0,165.0,9.8,21.6,0.452,2.7,8.3,0.321,7.1,13.3,0.5329999999999999,2.4,3.0,0.8,1.5,3.6,5.0,3.3,2.1,0.0,2.4,3.0,24.6,107.0,114.0,Malik Beasley
1,2017-18,21.0,DEN,NBA,SG,62.0,0.0,583.0,6.2,15.1,0.41,2.4,7.0,0.341,3.8,8.2,0.469,1.9,2.8,0.667,1.2,4.8,6.0,2.6,1.3,0.6,2.0,3.1,16.7,101.0,113.0,Malik Beasley
2,2018-19,22.0,DEN,NBA,SG,81.0,18.0,1879.0,9.1,19.3,0.474,4.3,10.6,0.402,4.9,8.7,0.56,1.5,1.7,0.848,0.9,4.3,5.2,2.5,1.4,0.3,1.4,3.0,24.0,117.0,112.0,Malik Beasley
3,2019-20,23.0,TOT,NBA,SG,55.0,14.0,1209.0,9.1,21.3,0.425,4.3,11.0,0.38799999999999996,4.8,10.3,0.465,2.2,2.6,0.818,0.7,5.2,5.9,3.0,1.6,0.3,2.3,3.1,24.5,105.0,114.0,Malik Beasley
4,2019-20,23.0,DEN,NBA,SG,41.0,0.0,746.0,7.8,19.9,0.389,3.8,10.7,0.36,3.9,9.3,0.42100000000000004,2.2,2.5,0.868,0.6,4.5,5.1,3.2,2.1,0.4,2.4,3.3,21.5,100.0,112.0,Malik Beasley
5,2019-20,23.0,MIN,NBA,SG,14.0,14.0,463.0,11.0,23.4,0.47200000000000003,4.9,11.5,0.426,6.1,11.8,0.517,2.1,2.8,0.75,0.9,6.2,7.1,2.7,0.9,0.2,2.1,2.7,29.1,111.0,115.0,Malik Beasley
6,2020-21,24.0,MIN,NBA,SG,33.0,32.0,1093.0,10.8,23.8,0.455,5.0,12.4,0.406,5.8,11.4,0.508,2.6,3.1,0.847,1.2,5.4,6.6,3.5,1.2,0.3,2.3,2.3,29.3,111.0,117.0,Malik Beasley
0,2020-21,20.0,MIN,NBA,PF,30.0,1.0,574.0,4.7,12.3,0.38299999999999995,2.3,6.8,0.337,2.4,5.4,0.439,1.0,1.9,0.522,1.5,6.8,8.3,2.5,0.8,2.5,1.9,5.8,12.7,95.0,114.0,Jaden McDaniels
0,2018-19,20.0,MIN,NBA,SG,74.0,52.0,1757.0,5.3,13.9,0.386,1.6,5.9,0.27899999999999997,3.7,8.0,0.46399999999999997,3.2,4.4,0.728,1.1,4.8,5.9,2.5,2.4,0.9,1.7,4.5,15.5,101.0,113.0,Josh Okogie
1,2019-20,21.0,MIN,NBA,SG,62.0,28.0,1547.0,5.1,11.9,0.42700000000000005,1.2,4.6,0.266,3.9,7.3,0.529,4.6,5.7,0.7959999999999999,2.6,5.4,8.0,3.0,2.0,0.8,2.6,4.2,16.0,108.0,113.0,Josh Okogie
2,2020-21,22.0,MIN,NBA,SG,29.0,20.0,558.0,4.0,11.3,0.35100000000000003,1.0,4.7,0.218,3.0,6.7,0.44299999999999995,2.6,3.5,0.7559999999999999,2.2,4.0,6.2,2.5,2.0,1.2,1.9,4.9,11.6,95.0,115.0,Josh Okogie
0,2016-17,22.0,POR,NBA,SF,35.0,1.0,249.0,5.2,17.7,0.292,2.6,10.2,0.255,2.6,7.6,0.342,2.6,3.4,0.765,1.2,3.6,4.8,2.2,1.8,0.6,2.2,4.4,15.6,84.0,113.0,Jake Layman
1,2017-18,23.0,POR,NBA,SF,35.0,1.0,160.0,4.4,14.6,0.298,1.2,6.2,0.2,3.1,8.4,0.37,0.6,0.9,0.667,1.2,3.7,5.0,3.4,1.9,1.2,1.6,4.0,10.6,81.0,107.0,Jake Layman
2,2018-19,24.0,POR,NBA,SF,71.0,33.0,1327.0,7.9,15.5,0.509,2.2,6.6,0.326,5.7,8.9,0.6459999999999999,1.8,2.6,0.7040000000000001,2.0,5.9,7.9,1.9,1.1,1.1,1.7,4.2,19.7,118.0,112.0,Jake Layman
3,2019-20,25.0,MIN,NBA,SF,23.0,2.0,505.0,7.4,16.5,0.45299999999999996,2.2,6.6,0.33299999999999996,5.2,9.8,0.5329999999999999,2.2,2.9,0.75,1.6,3.7,5.2,1.4,1.6,0.9,2.2,4.3,19.3,102.0,114.0,Jake Layman
4,2020-21,26.0,MIN,NBA,SF,24.0,4.0,372.0,7.5,14.6,0.513,1.9,6.0,0.319,5.6,8.6,0.647,2.7,3.4,0.778,0.9,3.8,4.7,2.0,2.5,1.4,2.2,3.4,19.6,110.0,114.0,Jake Layman
0,2019-20,23.0,MIN,NBA,PG,30.0,2.0,590.0,6.8,14.0,0.489,2.3,6.0,0.382,4.6,8.0,0.569,2.0,3.1,0.667,0.6,3.3,3.9,9.8,2.7,0.3,2.4,2.4,18.0,121.0,113.0,Jordan McLaughlin
1,2020-21,24.0,MIN,NBA,PG,24.0,0.0,467.0,5.4,14.3,0.376,1.6,4.7,0.348,3.7,9.6,0.389,0.8,1.0,0.8,1.3,4.3,5.7,11.4,2.4,0.4,2.6,2.4,13.2,105.0,115.0,Jordan McLaughlin
0,2019-20,20.0,MIN,NBA,SG,15.0,0.0,151.0,5.8,16.3,0.358,0.9,8.0,0.115,4.9,8.3,0.593,4.9,5.2,0.941,0.9,3.1,4.0,5.8,0.9,0.3,0.9,3.4,17.5,109.0,117.0,Jaylen Nowell
1,2020-21,21.0,MIN,NBA,SG,22.0,0.0,367.0,9.1,21.9,0.418,3.2,9.3,0.34700000000000003,5.9,12.6,0.469,4.0,4.8,0.838,1.3,4.1,5.4,3.0,1.3,0.5,1.5,5.1,25.5,108.0,117.0,Jaylen Nowell
0,2015-16,19.0,LAL,NBA,PG,80.0,48.0,2259.0,8.7,21.3,0.41,2.9,8.2,0.35100000000000003,5.8,13.0,0.447,3.1,4.2,0.737,1.0,5.0,6.1,5.9,2.1,0.3,4.4,3.2,23.4,96.0,112.0,D'Angelo Russell
1,2016-17,20.0,LAL,NBA,PG,63.0,60.0,1811.0,9.4,23.3,0.405,3.6,10.3,0.35200000000000004,5.8,13.0,0.447,4.0,5.1,0.782,0.8,5.1,5.9,8.2,2.3,0.4,4.7,3.5,26.5,101.0,113.0,D'Angelo Russell
2,2017-18,21.0,BRK,NBA,PG,48.0,35.0,1234.0,10.9,26.4,0.414,3.5,10.9,0.324,7.4,15.5,0.47700000000000004,3.8,5.2,0.74,1.2,6.3,7.4,9.8,1.4,0.7,5.8,3.7,29.2,98.0,111.0,D'Angelo Russell
3,2018-19,22.0,BRK,NBA,PG,81.0,81.0,2448.0,12.8,29.5,0.434,4.5,12.3,0.369,8.3,17.1,0.48200000000000004,3.1,4.0,0.78,1.0,5.1,6.1,10.9,1.9,0.4,4.9,2.7,33.3,107.0,110.0,D'Angelo Russell
4,2019-20,23.0,TOT,NBA,PG,45.0,45.0,1452.0,11.8,27.7,0.426,5.2,14.1,0.36700000000000005,6.6,13.6,0.48700000000000004,5.3,6.5,0.809,0.6,5.2,5.8,9.3,1.6,0.4,4.8,2.8,34.0,106.0,115.0,D'Angelo Russell
5,2019-20,23.0,GSW,NBA,PG,33.0,33.0,1060.0,12.3,28.7,0.43,5.4,14.5,0.374,6.9,14.2,0.48700000000000004,5.1,6.5,0.785,0.6,4.9,5.5,9.3,1.4,0.4,4.6,2.9,35.2,106.0,116.0,D'Angelo Russell
6,2019-20,23.0,MIN,NBA,PG,12.0,12.0,392.0,10.3,25.0,0.41200000000000003,4.5,13.0,0.345,5.8,12.0,0.485,5.7,6.5,0.873,0.4,6.2,6.5,9.4,2.0,0.5,5.4,2.6,30.8,105.0,113.0,D'Angelo Russell
7,2020-21,24.0,MIN,NBA,PG,20.0,19.0,583.0,11.3,26.4,0.426,4.8,12.0,0.39899999999999997,6.5,14.4,0.449,3.9,5.2,0.75,0.7,3.5,4.2,8.2,1.8,0.8,4.4,3.2,31.2,104.0,116.0,D'Angelo Russell
0,2019-20,20.0,MIN,NBA,SG,63.0,35.0,1506.0,7.1,17.5,0.40399999999999997,2.0,6.8,0.299,5.1,10.7,0.47100000000000003,1.7,3.6,0.462,2.2,4.4,6.5,3.4,1.8,1.2,2.5,3.9,17.9,94.0,113.0,Jarrett Culver
1,2020-21,21.0,MIN,NBA,SG,19.0,7.0,376.0,6.8,16.1,0.42200000000000004,1.0,4.4,0.22899999999999998,5.8,11.7,0.495,2.6,4.4,0.6,3.8,7.5,11.3,2.0,1.5,0.9,2.9,5.0,17.2,95.0,114.0,Jarrett Culver
0,2010-11,21.0,TOR,NBA,PF,65.0,17.0,1602.0,6.9,12.0,0.5760000000000001,0.0,0.0,,6.9,12.0,0.5760000000000001,2.3,4.1,0.555,5.4,9.5,14.9,1.3,1.3,2.2,1.5,5.9,16.2,120.0,110.0,Ed Davis
1,2011-12,22.0,TOR,NBA,PF,66.0,9.0,1534.0,6.0,11.7,0.513,0.0,0.0,0.0,6.0,11.7,0.515,2.5,3.7,0.67,4.7,10.7,15.4,2.1,1.4,2.2,2.3,5.5,14.5,108.0,101.0,Ed Davis
2,2012-13,23.0,TOT,NBA,"C,PF",81.0,28.0,1631.0,8.5,15.8,0.539,0.0,0.0,,8.5,15.8,0.539,3.4,5.5,0.617,5.0,10.1,15.1,2.1,1.2,2.8,2.1,6.3,20.4,114.0,102.0,Ed Davis
3,2012-13,23.0,TOR,NBA,C,45.0,24.0,1087.0,9.1,16.6,0.5489999999999999,0.0,0.0,,9.1,16.6,0.5489999999999999,3.2,5.0,0.647,4.6,10.0,14.7,2.7,1.2,1.9,2.2,5.4,21.4,115.0,105.0,Ed Davis
4,2012-13,23.0,MEM,NBA,PF,36.0,4.0,544.0,7.4,14.3,0.517,0.0,0.0,,7.4,14.3,0.517,3.7,6.5,0.569,5.7,10.3,16.0,0.8,1.3,4.7,1.8,8.0,18.5,113.0,96.0,Ed Davis
5,2013-14,24.0,MEM,NBA,PF,63.0,4.0,956.0,8.7,16.2,0.534,0.0,0.0,,8.7,16.2,0.534,2.6,5.0,0.528,5.1,9.4,14.5,1.5,0.9,2.4,2.2,6.4,19.9,110.0,103.0,Ed Davis
6,2014-15,25.0,LAL,NBA,PF,79.0,24.0,1840.0,7.8,13.0,0.601,0.0,0.0,,7.8,13.0,0.601,2.6,5.2,0.48700000000000004,6.4,10.3,16.7,2.6,1.4,2.7,1.6,5.6,18.2,124.0,107.0,Ed Davis
7,2015-16,26.0,POR,NBA,PF,81.0,0.0,1684.0,6.1,10.0,0.611,0.0,0.0,,6.1,10.0,0.611,3.4,6.1,0.5589999999999999,6.7,11.1,17.8,2.6,1.7,2.1,1.9,6.0,15.6,128.0,104.0,Ed Davis
8,2016-17,27.0,POR,NBA,PF,46.0,12.0,789.0,4.7,8.9,0.528,0.0,0.0,,4.7,8.9,0.528,3.1,5.1,0.617,6.0,9.3,15.4,1.6,0.9,1.4,2.3,8.6,12.6,116.0,110.0,Ed Davis
9,2017-18,28.0,POR,NBA,C,78.0,0.0,1471.0,5.7,9.9,0.5820000000000001,0.0,0.0,0.0,5.7,9.8,0.584,2.5,3.8,0.667,6.2,13.3,19.4,1.4,1.1,1.8,2.2,6.4,14.0,121.0,103.0,Ed Davis
10,2018-19,29.0,BRK,NBA,C,81.0,1.0,1446.0,6.1,9.9,0.616,0.0,0.1,0.0,6.1,9.9,0.62,3.3,5.3,0.617,7.1,15.7,22.8,2.0,1.2,1.1,2.1,7.4,15.5,129.0,105.0,Ed Davis
11,2019-20,30.0,UTA,NBA,C,28.0,1.0,303.0,3.5,7.4,0.478,0.0,0.0,,3.5,7.4,0.478,1.1,2.2,0.5,5.6,11.2,16.9,1.9,1.8,1.4,2.1,9.8,8.2,110.0,106.0,Ed Davis
12,2020-21,31.0,MIN,NBA,C,19.0,7.0,264.0,3.2,7.7,0.419,0.0,0.0,,3.2,7.7,0.419,1.3,1.4,0.875,6.8,10.6,17.4,3.4,1.8,1.8,1.1,8.8,7.7,123.0,111.0,Ed Davis
0,2016-17,21.0,DEN,NBA,PF,62.0,9.0,842.0,5.9,13.0,0.451,2.7,6.6,0.40700000000000003,3.2,6.4,0.495,3.3,4.4,0.75,2.5,8.4,10.8,1.7,1.7,0.7,1.8,3.6,17.7,117.0,112.0,Juan Hernangómez
1,2017-18,22.0,DEN,NBA,PF,25.0,3.0,277.0,5.2,13.4,0.387,2.5,8.9,0.28,2.7,4.5,0.6,1.8,2.1,0.833,3.2,6.4,9.7,2.1,1.1,0.5,1.6,4.5,14.7,109.0,113.0,Juan Hernangómez
2,2018-19,23.0,DEN,NBA,PF,70.0,25.0,1358.0,5.0,11.4,0.439,2.4,6.5,0.365,2.6,4.8,0.541,2.4,3.1,0.767,2.3,7.3,9.6,2.0,1.0,0.9,1.3,3.4,14.8,118.0,110.0,Juan Hernangómez
3,2019-20,24.0,TOT,NBA,PF,48.0,14.0,833.0,5.7,14.2,0.405,2.5,7.4,0.341,3.2,6.8,0.475,2.5,4.1,0.62,2.5,8.9,11.3,2.3,1.1,0.5,1.8,3.7,16.6,105.0,113.0,Juan Hernangómez
4,2019-20,24.0,DEN,NBA,PF,34.0,0.0,422.0,4.5,12.9,0.345,1.8,7.0,0.25,2.7,5.9,0.46,1.9,2.9,0.64,2.8,8.3,11.1,2.6,0.6,0.6,2.1,3.4,12.5,95.0,113.0,Juan Hernangómez
5,2019-20,24.0,MIN,NBA,PF,14.0,14.0,411.0,7.0,15.5,0.45299999999999996,3.3,7.8,0.42,3.7,7.7,0.485,3.2,5.2,0.609,2.1,9.4,11.5,2.0,1.6,0.5,1.6,4.0,20.4,114.0,112.0,Juan Hernangómez
6,2020-21,25.0,MIN,NBA,PF,17.0,6.0,271.0,6.3,15.7,0.4,2.8,9.2,0.302,3.5,6.5,0.541,2.3,3.3,0.684,2.3,10.8,13.1,1.7,1.0,0.3,1.2,2.4,17.6,106.0,114.0,Juan Hernangómez
0,2015-16,20.0,MIN,NBA,C,82.0,82.0,2627.0,12.0,22.1,0.542,0.6,1.7,0.341,11.4,20.4,0.5589999999999999,4.3,5.3,0.8109999999999999,4.4,12.1,16.5,3.1,1.1,2.6,3.5,4.7,28.8,112.0,106.0,Karl-Anthony Towns
1,2016-17,21.0,MIN,NBA,C,82.0,82.0,3030.0,13.4,24.8,0.542,1.7,4.6,0.36700000000000005,11.7,20.2,0.5820000000000001,6.0,7.2,0.8320000000000001,5.0,11.9,16.9,3.7,0.9,1.7,3.5,4.0,34.5,121.0,110.0,Karl-Anthony Towns
